dataset,model,layer,target,subject,pearsonr,pearsonr_nc,ev,ev_nc,enc_rsa,enc_cka
EEG2,ResNet,features/layer3-10,middle_200_500ms,sub-07,0.3678208472730296,0.49256080356998694,0.08049083199907783,0.15590300445199176,0.36320051772050443,0.28077723013276934
EEG2,ResNet,features/layer3-10,middle_200_500ms,sub-08,0.3211434312456748,0.40704848408850236,0.015383190630138455,0.10230061176050584,0.21734918655310956,0.19500370654901042
EEG2,ResNet,features/layer3-10,middle_200_500ms,sub-09,0.29051494319820553,0.44927144478796466,0.020716762299187508,0.1081957585319731,0.12699831506504347,0.1020122598884779
EEG2,ResNet,features/layer3-10,middle_200_500ms,sub-10,0.46545305748955434,0.6007356891366056,0.13686724953302254,0.23558555180389235,0.41445261330662897,0.36729353209775367
EEG2,ResNet,features/layer3-10,late_500_800ms,sub-01,0.04312895228906685,0.1251666284821794,-0.07365836095783325,0.011624591893276038,-0.021619533356059446,-0.0017435700084860507
EEG2,ResNet,features/layer3-10,late_500_800ms,sub-02,0.05475004623873168,0.1422296455778084,-0.5003857504773142,0.0,-0.004512725552689997,3.130165490282559e-05
EEG2,ResNet,features/layer3-10,late_500_800ms,sub-03,0.1406972160777808,0.31463883457304676,-0.10123297792462893,0.035838593773600054,0.050415594260699,0.01703785628094604
EEG2,ResNet,features/layer3-10,late_500_800ms,sub-04,0.10040668678320874,0.2720544514314158,-0.06514527388417778,0.049657033313113004,0.016017216507874923,0.00386946533661029
EEG2,ResNet,features/layer3-10,late_500_800ms,sub-05,0.2079335120738769,0.47633579728991615,-0.029028447473304658,0.1071842755231779,0.035427516339939076,0.04243661618540844
EEG2,ResNet,features/layer3-10,late_500_800ms,sub-06,0.23458862526496221,0.5408260855471663,0.01655220923352908,0.1793407327804326,0.07235158279057169,0.044789114116111584
EEG2,ResNet,features/layer3-10,late_500_800ms,sub-07,0.11901582358443262,0.32328158406994073,-0.04667843422700825,0.07338895507888187,0.03503318212145552,0.022276450811769863
EEG2,ResNet,features/layer3-10,late_500_800ms,sub-08,0.11147893474271937,0.2800435682902759,-0.1899898958956902,0.009175684897605589,-0.012546765361069714,0.011969355674437132
EEG2,ResNet,features/layer3-10,late_500_800ms,sub-09,0.12254408629954718,0.3011638432735342,-0.07435531656735272,0.03763466013707455,0.09760240011530694,0.011227109646757459
EEG2,ResNet,features/layer3-10,late_500_800ms,sub-10,0.24781013871147417,0.5597652457436899,-0.04697065577986796,0.1371567119174522,0.15563943321532092,0.09093775606507785
EEG2,ResNet,features/layer3-15,early_0_200ms,sub-01,0.49178758035837056,0.6725672635558607,0.21430845188661563,0.40255074186858036,0.15340786303589565,0.09587490063627944
EEG2,ResNet,features/layer3-15,early_0_200ms,sub-02,0.4570944262975367,0.6671357037543227,0.11732098598366986,0.24657541948513478,0.33400913662715,0.3420791541247733
EEG2,ResNet,features/layer3-15,early_0_200ms,sub-03,0.5656606225725533,0.6911027387341357,0.2276943723239035,0.3972138060391359,0.5898657432068715,0.5686436664930812
EEG2,ResNet,features/layer3-15,early_0_200ms,sub-04,0.5345585585215784,0.6862972547116765,0.23861177008461354,0.39660441255346374,0.19557652121773644,0.15777369710629868
EEG2,ResNet,features/layer3-15,early_0_200ms,sub-05,0.5575413708486358,0.6685145035876909,0.32537060565083975,0.45842116761721036,0.6837719215718324,0.6728791744112834
EEG2,ResNet,features/layer3-15,early_0_200ms,sub-06,0.5980055394410262,0.7498445256254125,0.3323679139680879,0.4950578810395615,0.5814983353793052,0.543067223666764
EEG2,ResNet,features/layer3-15,early_0_200ms,sub-07,0.5476943680044288,0.6639708947816416,0.310200517097059,0.4656225557983834,0.6894888148995815,0.738688428159259
EEG2,ResNet,features/layer3-15,early_0_200ms,sub-08,0.5570274821677174,0.6504410086548164,0.273309125258168,0.38137744685171554,0.44254169583588493,0.4490715534000272
EEG2,ResNet,features/layer3-15,early_0_200ms,sub-09,0.5548982712326206,0.7961518479935924,0.20564087884983812,0.4133847094625242,0.4696622920854467,0.3901835463312358
EEG2,ResNet,features/layer3-15,early_0_200ms,sub-10,0.5157555219385981,0.631997429028189,0.23500526317567258,0.3668228839879926,0.49964357262930226,0.4193718296431991
EEG2,ResNet,features/layer3-15,middle_200_500ms,sub-01,0.333759700085702,0.525056340588892,0.09075480026461073,0.23457691342092485,0.10729743703634953,0.034882520134596605
EEG2,ResNet,features/layer3-15,middle_200_500ms,sub-02,0.2608967433533438,0.37248876383442686,-0.1550804583513047,0.031234784214391423,0.26863016425600894,0.12269582182747779
EEG2,ResNet,features/layer3-15,middle_200_500ms,sub-03,0.4029708524076003,0.522096055145839,0.017176976275525238,0.17300641729710914,0.2565634939889231,0.2620938045865071
EEG2,ResNet,features/layer3-15,middle_200_500ms,sub-04,0.3769976253730667,0.509550964962302,0.09380615067950802,0.18126211770045764,0.14991585618851122,0.04260107838966408
EEG2,ResNet,features/layer3-15,middle_200_500ms,sub-05,0.31999806651098067,0.4200522083261918,0.06601901460434312,0.13468679111433574,0.2775692766384419,0.1519305740214285
EEG2,ResNet,features/layer3-15,middle_200_500ms,sub-06,0.43229508734154426,0.5269798854653258,0.15995125868171542,0.23132692886607184,0.42913415625687457,0.369864025071931
EEG2,ResNet,features/layer3-15,middle_200_500ms,sub-07,0.38402841276234023,0.5100775088641439,0.09513110867389019,0.17684784638571596,0.4175433556475989,0.3302498460351506
EEG2,ResNet,features/layer3-15,middle_200_500ms,sub-08,0.34983483654703257,0.4444311463205698,0.03878747389288839,0.12368650372477116,0.28028938638113154,0.21451473028645807
EEG2,ResNet,features/layer3-15,middle_200_500ms,sub-09,0.3424222548244636,0.531791400897211,0.051762562042594544,0.1605095972295683,0.16568901835472294,0.15683879603983708
EEG2,ResNet,features/layer3-15,middle_200_500ms,sub-10,0.498331656241871,0.6413042665985317,0.17740633073733217,0.28682075730138495,0.48765914315148085,0.43181923967555663
EEG2,ResNet,features/layer3-15,late_500_800ms,sub-01,0.057691495263069395,0.16158286150398002,-0.06680909235311057,0.01484635095565392,-0.017181345939554695,-0.0038155984405559623
EEG2,ResNet,features/layer3-15,late_500_800ms,sub-02,0.06600907286112496,0.16881049011144797,-0.5015209882978635,0.0,-0.0002908465391765075,0.0028347199228887063
EEG2,ResNet,features/layer3-15,late_500_800ms,sub-03,0.14744041769048366,0.33156110712562237,-0.0989584611165487,0.038596104095363015,0.04605483211168226,0.01771866376562423
EEG2,ResNet,features/layer3-15,late_500_800ms,sub-04,0.12417843564935248,0.31796845511434474,-0.05143878210525898,0.050309778393262804,0.016586387398986942,-0.006017594415651163
EEG2,ResNet,features/layer3-15,late_500_800ms,sub-05,0.248277889543878,0.5680003390689811,-0.010559693007219685,0.1677947626942219,0.04328567229336055,0.05833859272509803
EEG2,ResNet,features/layer3-15,late_500_800ms,sub-06,0.23677443516311647,0.5464957185588337,0.0176396980932384,0.183375801773471,0.1108823951715548,0.04963330120479505
EEG2,ResNet,features/layer3-15,late_500_800ms,sub-07,0.13975457762731675,0.3738762593137975,-0.0386463905973516,0.09892746010477309,0.02936260645013353,0.032592449860183885
EEG2,ResNet,features/layer3-15,late_500_800ms,sub-08,0.12425292521160289,0.3080394574573231,-0.1856797095510161,0.011927823323620624,0.01961527588072226,0.013760793198244916
EEG2,ResNet,features/layer3-15,late_500_800ms,sub-09,0.13849352414153338,0.3385555500829273,-0.06660980049185139,0.04511957256985291,0.12543592496917744,0.017230328803981114
EEG2,ResNet,features/layer3-15,late_500_800ms,sub-10,0.2607160930982312,0.5914810895310514,-0.030192661865879176,0.14464657285889276,0.17210727051191596,0.09266239992102773
EEG2,ResNet,features/layer3-20,early_0_200ms,sub-01,0.49544043357704903,0.6776934571894118,0.21435387995108784,0.4050950308027676,0.14256124253054478,0.09643162098220204
EEG2,ResNet,features/layer3-20,early_0_200ms,sub-02,0.45308347863533033,0.6583261775030926,0.11259080766240898,0.2426253903890693,0.34157577079881335,0.3446227342956961
EEG2,ResNet,features/layer3-20,early_0_200ms,sub-03,0.5712091346916792,0.696741757994276,0.23045888997061145,0.4036186826735967,0.5801412635482165,0.5698741318282313
EEG2,ResNet,features/layer3-20,early_0_200ms,sub-04,0.5353879355253476,0.6875997230691724,0.233382765754984,0.39036767735183237,0.2015255382732148,0.15286709778335084
EEG2,ResNet,features/layer3-20,early_0_200ms,sub-05,0.5492212492534531,0.6581518512014214,0.31498310745534797,0.445595842012787,0.6774589954075106,0.6678191897840698
EEG2,ResNet,features/layer3-20,early_0_200ms,sub-06,0.5918583067050872,0.7412251586759624,0.3224944843311296,0.480497126491742,0.5760189766446404,0.5324432215259829
EEG2,ResNet,features/layer3-20,early_0_200ms,sub-07,0.5432467375918983,0.6582738775308177,0.3071473606760247,0.46097641488571267,0.684938952329675,0.7319175525463599
EEG2,ResNet,features/layer3-20,early_0_200ms,sub-08,0.5589215546707014,0.6493950852660886,0.27610167097261334,0.38627814082768563,0.45707968239417907,0.45736533289846837
EEG2,ResNet,features/layer3-20,early_0_200ms,sub-09,0.5446728123109956,0.7806343568394883,0.19334817479509075,0.38983214322232496,0.4565520858408588,0.3801496414123469
EEG2,ResNet,features/layer3-20,early_0_200ms,sub-10,0.512704620954911,0.6283758470102476,0.23242216085180883,0.35959945234985713,0.5060627928372765,0.42131463355808924
